大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カプチーノ（アイス）,ミルク,142.0,10.2,4.4,15.6,0.5,0.3,15.3,198.0,598.0,0.1,2.5,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カプチーノ（アイス）,低脂肪タイプ,128.0,10.2,2.6,16.0,0.6,0.3,15.7,228.0,620.0,0.1,1.5,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カプチーノ（アイス）,無脂肪乳,114.0,10.2,0.8,16.4,0.6,0.3,16.1,258.0,642.0,0.0,0.4,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カプチーノ（アイス）,豆乳（調製豆乳）,138.0,10.0,5.1,13.0,0.6,0.5,12.4,222.0,607.0,0.0,0.9,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カプチーノ（アイス）,アーモンドミルク,119.0,6.7,5.1,12.5,0.6,2.2,10.3,241.0,445.0,0.0,3.2,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カプチーノ（アイス）,オーツミルク,139.0,7.5,4.4,17.6,0.6,0.9,16.7,220.0,464.0,0.0,0.6,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カプチーノ（アイス）,ブレべ,318.0,9.1,24.5,15.5,0.5,0.3,15.2,203.0,557.0,0.3,15.5,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（ホット）,ミルク,211.0,8.5,8.4,25.9,0.2,0.3,25.5,106.0,467.0,0.2,4.9,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（ホット）,低脂肪タイプ,184.0,8.5,4.9,26.6,0.4,0.3,26.3,164.0,509.0,0.2,2.9,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（ホット）,無脂肪乳,156.0,8.5,1.4,27.4,0.6,0.3,27.0,222.0,552.0,0.1,0.8,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（ホット）,豆乳（調製豆乳）,202.0,8.0,9.9,20.7,0.5,0.8,20.0,152.0,484.0,0.0,1.8,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（ホット）,アーモンドミルク,166.0,1.7,9.7,19.8,0.5,4.0,15.8,189.0,169.0,0.0,6.2,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（ホット）,オーツミルク,205.0,3.3,8.4,29.7,0.4,1.4,28.3,149.0,207.0,0.0,1.3,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（ホット）,ブレべ,553.0,6.3,47.4,25.7,0.3,0.3,25.3,116.0,387.0,0.5,30.1,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（アイス）,ミルク,204.0,7.9,7.9,25.7,0.2,0.3,25.3,101.0,441.0,0.2,4.7,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（アイス）,低脂肪タイプ,178.0,7.9,4.7,26.4,0.4,0.3,26.0,154.0,480.0,0.1,2.8,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（アイス）,無脂肪乳,153.0,7.9,1.5,27.0,0.5,0.3,26.7,207.0,519.0,0.1,0.9,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（アイス）,豆乳（調製豆乳）,195.0,7.4,9.3,20.9,0.4,0.7,20.2,143.0,457.0,0.0,1.8,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（アイス）,アーモンドミルク,162.0,1.6,9.2,20.1,0.4,3.7,16.4,176.0,167.0,0.0,5.8,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（アイス）,オーツミルク,198.0,3.1,7.9,29.2,0.3,1.4,27.9,139.0,201.0,0.0,1.3,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,キャラメル マキアート（アイス）,ブレべ,519.0,5.8,43.9,25.5,0.3,0.3,25.1,109.0,367.0,0.5,27.9,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（ホット）,ミルク,399.0,12.6,18.7,46.9,0.3,2.8,44.1,131.0,845.0,0.3,10.2,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（ホット）,低脂肪タイプ,365.0,12.6,14.4,47.8,0.5,2.8,45.0,202.0,898.0,0.2,7.7,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（ホット）,無脂肪乳,331.0,12.6,10.0,48.7,0.7,2.8,46.0,274.0,950.0,0.1,5.1,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（ホット）,豆乳（調製豆乳）,388.0,12.0,20.6,40.5,0.6,3.3,37.2,187.0,867.0,0.1,6.3,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（ホット）,アーモンドミルク,343.0,4.2,20.4,39.3,0.6,7.3,32.1,233.0,476.0,0.1,11.8,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（ホット）,オーツミルク,391.0,6.1,18.7,51.6,0.5,4.1,47.5,183.0,523.0,0.1,5.7,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（ホット）,ブレべ,823.0,9.8,67.1,46.6,0.3,2.8,43.9,142.0,747.0,0.6,41.4,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（アイス）,ミルク,251.0,7.3,7.9,39.3,0.1,2.8,36.5,63.0,622.0,0.1,3.6,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（アイス）,低脂肪タイプ,234.0,7.3,5.7,39.7,0.2,2.8,37.0,99.0,648.0,0.1,2.3,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（アイス）,無脂肪乳,217.0,7.3,3.6,40.2,0.3,2.8,37.4,134.0,674.0,0.0,1.0,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（アイス）,豆乳（調製豆乳）,245.0,7.0,8.8,36.1,0.3,3.0,33.1,91.0,632.0,0.0,1.6,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（アイス）,アーモンドミルク,223.0,3.1,8.7,35.5,0.3,5.0,30.5,114.0,438.0,0.0,4.3,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（アイス）,オーツミルク,247.0,4.1,7.9,41.6,0.2,3.4,38.2,89.0,461.0,0.0,1.3,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,カフェ モカ（アイス）,ブレべ,462.0,5.9,32.0,39.2,0.2,2.8,36.4,69.0,573.0,0.3,19.1,95.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（ホット）,ミルク,401.0,12.8,18.3,46.8,0.5,0.4,46.4,227.0,675.0,0.3,11.5,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（ホット）,低脂肪タイプ,366.0,12.8,13.8,47.7,0.7,0.4,47.4,300.0,728.0,0.2,8.9,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（ホット）,無脂肪乳,331.0,12.8,9.4,48.7,0.9,0.4,48.3,373.0,782.0,0.1,6.3,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（ホット）,豆乳（調製豆乳）,389.0,12.2,20.1,40.3,0.8,0.9,39.3,285.0,696.0,0.1,7.5,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（ホット）,アーモンドミルク,343.0,4.2,20.0,39.1,0.8,5.0,34.1,331.0,297.0,0.1,13.1,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（ホット）,オーツミルク,393.0,6.2,18.3,51.6,0.7,1.8,49.9,281.0,345.0,0.1,6.9,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（ホット）,ブレべ,834.0,10.0,67.7,46.5,0.6,0.4,46.1,239.0,574.0,0.7,43.4,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（アイス）,ミルク,253.0,7.5,7.4,39.2,0.4,0.4,38.8,160.0,451.0,0.1,4.9,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（アイス）,低脂肪タイプ,235.0,7.5,5.2,39.7,0.5,0.4,39.3,197.0,479.0,0.1,3.5,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（アイス）,無脂肪乳,217.0,7.5,2.9,40.1,0.6,0.4,39.8,234.0,506.0,0.0,2.2,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（アイス）,豆乳（調製豆乳）,247.0,7.3,8.4,35.9,0.5,0.7,35.2,189.0,462.0,0.0,2.8,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（アイス）,アーモンドミルク,223.0,3.2,8.3,35.3,0.5,2.7,32.6,213.0,259.0,0.0,5.7,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（アイス）,オーツミルク,249.0,4.2,7.5,41.7,0.5,1.1,40.6,187.0,284.0,0.0,2.5,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ホワイト モカ（アイス）,ブレべ,473.0,6.1,32.6,39.1,0.4,0.4,38.7,166.0,400.0,0.3,21.1,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（ホット）,ミルク,223.0,12.5,11.5,17.7,0.3,0.3,17.4,144.0,635.0,0.3,6.7,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（ホット）,低脂肪タイプ,181.0,12.5,6.2,18.9,0.6,0.3,18.5,231.0,699.0,0.2,3.6,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（ホット）,無脂肪乳,139.0,12.5,1.0,20.0,0.8,0.3,19.6,318.0,762.0,0.0,0.5,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（ホット）,豆乳（調製豆乳）,208.0,11.8,13.8,10.0,0.7,1.0,9.0,213.0,661.0,0.0,2.0,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（ホット）,アーモンドミルク,154.0,2.3,13.6,8.5,0.7,5.8,2.7,268.0,185.0,0.0,8.6,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（ホット）,オーツミルク,213.0,4.7,11.5,23.5,0.5,2.0,21.5,207.0,242.0,0.0,1.2,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（ホット）,ブレべ,738.0,9.2,70.4,17.4,0.4,0.3,17.1,158.0,514.0,0.7,44.7,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（アイス）,ミルク,125.0,7.1,6.3,10.2,0.2,0.3,9.9,79.0,404.0,0.2,3.7,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（アイス）,低脂肪タイプ,102.0,7.1,3.4,10.9,0.3,0.3,10.5,127.0,439.0,0.1,2.0,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（アイス）,無脂肪乳,79.0,7.1,0.5,11.5,0.4,0.3,11.1,175.0,474.0,0.0,0.3,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（アイス）,豆乳（調製豆乳）,117.0,6.7,7.6,6.0,0.4,0.7,5.3,117.0,418.0,0.0,1.1,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（アイス）,アーモンドミルク,87.0,1.4,7.4,5.2,0.4,3.3,1.9,147.0,157.0,0.0,4.7,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（アイス）,オーツミルク,119.0,2.7,6.3,13.4,0.3,1.2,12.2,114.0,189.0,0.0,0.7,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,スターバックス ラテ（アイス）,ブレべ,408.0,5.2,38.7,10.1,0.2,0.3,9.7,87.0,338.0,0.4,24.6,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ソイ ラテ（ホット）,,208.0,11.8,13.8,10.0,0.7,1.0,9.0,213.0,661.0,0.0,2.0,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ソイ ラテ（アイス）,,117.0,6.7,7.6,6.0,0.4,0.7,5.3,117.0,419.0,0.0,1.1,80.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ムース フォーム ラテ（アイス）,ミルク,109.0,7.1,4.1,11.3,0.3,0.7,10.6,106.0,536.0,0.1,2.4,160.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ムース フォーム ラテ（アイス）,低脂肪タイプ,95.0,7.1,2.3,11.7,0.3,0.7,11.0,136.0,558.0,0.1,1.3,160.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ムース フォーム ラテ（アイス）,無脂肪乳,80.0,7.1,0.5,12.0,0.4,0.7,11.4,165.0,579.0,0.0,0.3,160.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ムース フォーム ラテ（アイス）,豆乳（調製豆乳）,104.0,6.8,4.9,8.6,0.4,0.9,7.8,129.0,545.0,0.0,0.8,160.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ムース フォーム ラテ（アイス）,アーモンドミルク,85.0,3.6,4.8,8.1,0.4,2.5,5.6,148.0,382.0,0.0,3.0,160.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ムース フォーム ラテ（アイス）,オーツミルク,105.0,4.4,4.1,13.3,0.3,1.2,12.0,128.0,402.0,0.0,0.5,160.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ムース フォーム ラテ（アイス）,ブレべ,285.0,5.9,24.2,11.2,0.3,0.7,10.5,111.0,495.0,0.3,15.4,160.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（ホット）,ミルク,223.0,12.4,11.5,17.9,0.3,0.2,17.6,144.0,654.0,0.3,6.7,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（ホット）,低脂肪タイプ,182.0,12.4,6.2,19.0,0.6,0.2,18.7,232.0,718.0,0.2,3.6,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（ホット）,無脂肪乳,140.0,12.4,1.0,20.1,0.8,0.2,19.9,319.0,782.0,0.0,0.5,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（ホット）,豆乳（調製豆乳）,209.0,11.7,13.8,10.1,0.7,0.9,9.2,214.0,680.0,0.0,2.0,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（ホット）,アーモンドミルク,154.0,2.2,13.6,8.7,0.7,5.7,2.9,269.0,205.0,0.0,8.6,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（ホット）,オーツミルク,213.0,4.5,11.5,23.6,0.5,1.9,21.8,208.0,262.0,0.0,1.2,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（ホット）,ブレべ,739.0,9.0,70.4,17.5,0.4,0.2,17.3,159.0,534.0,0.7,44.7,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（アイス）,ミルク,125.0,6.9,6.3,10.4,0.2,0.2,10.1,80.0,424.0,0.2,3.7,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（アイス）,低脂肪タイプ,102.0,6.9,3.4,11.0,0.3,0.2,10.7,128.0,459.0,0.1,2.0,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（アイス）,無脂肪乳,80.0,6.9,0.5,11.6,0.4,0.2,11.4,175.0,494.0,0.0,0.3,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（アイス）,豆乳（調製豆乳）,117.0,6.5,7.6,6.1,0.4,0.6,5.5,118.0,438.0,0.0,1.1,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（アイス）,アーモンドミルク,87.0,1.3,7.4,5.3,0.4,3.2,2.1,148.0,177.0,0.0,4.7,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（アイス）,オーツミルク,120.0,2.6,6.3,13.5,0.3,1.1,12.4,115.0,208.0,0.0,0.7,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,ディカフェ スターバックス ラテ（アイス）,ブレべ,409.0,5.1,38.7,10.2,0.2,0.2,10.0,87.0,358.0,0.4,24.6,5.0
ビバレッジ,STARBUCKS COFFEE,エスプレッソ,エスプレッソ ドピオ,,11.0,0.8,0.0,2.2,0.0,0.7,1.6,0.0,247.0,0.0,0.0,160.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,コーヒー フラペチーノ® ,ミルク,183.0,3.3,2.9,36.0,0.4,0.1,35.9,173.0,268.0,0.1,1.7,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,コーヒー フラペチーノ® ,低脂肪タイプ,172.0,3.3,1.6,36.2,0.5,0.1,36.2,195.0,284.0,0.0,0.9,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,コーヒー フラペチーノ® ,無脂肪乳,162.0,3.3,0.2,36.5,0.5,0.1,36.4,216.0,300.0,0.0,0.1,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,コーヒー フラペチーノ® ,豆乳（調製豆乳）,179.0,3.1,3.4,34.0,0.5,0.3,33.8,190.0,274.0,0.0,0.5,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,コーヒー フラペチーノ® ,アーモンドミルク,165.0,0.7,3.4,33.7,0.5,1.5,32.2,204.0,155.0,0.0,2.2,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,コーヒー フラペチーノ® ,オーツミルク,180.0,1.3,2.9,37.4,0.5,0.5,36.9,189.0,170.0,0.0,0.3,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,コーヒー フラペチーノ® ,ブレべ,312.0,2.4,17.6,35.9,0.4,0.1,35.8,176.0,238.0,0.2,11.2,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,エスプレッソ アフォガート フラペチーノ® ,,438.0,4.2,28.5,41.7,0.5,0.7,41.0,189.0,433.0,0.4,18.2,160.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,ダーク モカ チップ フラペチーノ® ,ミルク,341.0,5.3,15.2,45.9,0.5,2.1,43.7,211.0,585.0,0.2,9.7,98.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,ダーク モカ チップ フラペチーノ® ,低脂肪タイプ,331.0,5.3,13.9,46.1,0.6,2.1,44.0,233.0,601.0,0.1,8.9,98.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,ダーク モカ チップ フラペチーノ® ,無脂肪乳,320.0,5.3,12.5,46.4,0.6,2.1,44.3,254.0,617.0,0.1,8.1,98.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,ダーク モカ チップ フラペチーノ® ,豆乳（調製豆乳）,337.0,5.1,15.8,43.9,0.6,2.3,41.6,228.0,592.0,0.1,8.5,98.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,ダーク モカ チップ フラペチーノ® ,アーモンドミルク,324.0,2.7,15.7,43.6,0.6,3.5,40.1,242.0,473.0,0.1,10.2,98.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,ダーク モカ チップ フラペチーノ® ,オーツミルク,339.0,3.3,15.2,47.3,0.6,2.5,44.8,227.0,487.0,0.1,8.3,98.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,ダーク モカ チップ フラペチーノ® ,ブレべ,470.0,4.5,29.9,45.8,0.5,2.1,43.7,214.0,555.0,0.3,19.2,98.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,キャラメル フラペチーノ® ,ミルク,302.0,3.7,12.0,44.9,0.5,0.1,44.8,192.0,289.0,0.2,7.5,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,キャラメル フラペチーノ® ,低脂肪タイプ,291.0,3.7,10.6,45.2,0.5,0.1,45.1,214.0,305.0,0.1,6.7,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,キャラメル フラペチーノ® ,無脂肪乳,281.0,3.7,9.3,45.4,0.6,0.1,45.3,236.0,321.0,0.1,5.9,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,キャラメル フラペチーノ® ,豆乳（調製豆乳）,298.0,3.5,12.5,42.9,0.6,0.3,42.7,209.0,296.0,0.1,6.3,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,キャラメル フラペチーノ® ,アーモンドミルク,284.0,1.1,12.5,42.6,0.6,1.5,41.1,223.0,177.0,0.1,8.0,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,キャラメル フラペチーノ® ,オーツミルク,299.0,1.7,12.0,46.3,0.5,0.5,45.8,208.0,191.0,0.1,6.1,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,キャラメル フラペチーノ® ,ブレべ,431.0,2.8,26.7,44.8,0.5,0.1,44.7,196.0,259.0,0.3,17.0,86.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,バニラ クリーム フラペチーノ® ,ミルク,255.0,4.5,12.4,31.5,0.5,0.1,31.4,184.0,206.0,0.2,7.7,0.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,バニラ クリーム フラペチーノ® ,低脂肪タイプ,241.0,4.5,10.6,31.9,0.5,0.1,31.8,214.0,228.0,0.1,6.7,0.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,バニラ クリーム フラペチーノ® ,無脂肪乳,227.0,4.5,8.8,32.3,0.6,0.1,32.2,244.0,249.0,0.1,5.6,0.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,バニラ クリーム フラペチーノ® ,豆乳（調製豆乳）,250.0,4.3,13.2,28.8,0.6,0.3,28.6,208.0,215.0,0.1,6.1,0.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,バニラ クリーム フラペチーノ® ,アーモンドミルク,232.0,1.0,13.1,28.4,0.6,1.9,26.4,226.0,53.0,0.1,8.4,0.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,バニラ クリーム フラペチーノ® ,オーツミルク,252.0,1.8,12.4,33.5,0.5,0.6,32.9,206.0,72.0,0.1,5.8,0.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,バニラ クリーム フラペチーノ® ,ブレべ,431.0,3.4,32.5,31.4,0.5,0.1,31.3,189.0,165.0,0.3,20.7,0.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,抹茶 クリーム フラペチーノ® ,ミルク,322.0,5.3,12.7,47.1,0.5,0.9,46.1,184.0,273.0,0.2,7.8,78.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,抹茶 クリーム フラペチーノ® ,低脂肪タイプ,308.0,5.3,10.9,47.4,0.5,0.9,46.5,214.0,295.0,0.1,6.7,78.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,抹茶 クリーム フラペチーノ® ,無脂肪乳,294.0,5.3,9.1,47.8,0.6,0.9,46.9,244.0,317.0,0.1,5.6,78.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,抹茶 クリーム フラペチーノ® ,豆乳（調製豆乳）,317.0,5.1,13.5,44.4,0.6,1.1,43.3,208.0,282.0,0.1,6.1,78.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,抹茶 クリーム フラペチーノ® ,アーモンドミルク,298.0,1.9,13.4,43.9,0.6,2.8,41.1,227.0,120.0,0.1,8.4,78.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,抹茶 クリーム フラペチーノ® ,オーツミルク,319.0,2.7,12.7,49.0,0.5,1.5,47.6,206.0,139.0,0.1,5.9,78.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,抹茶 クリーム フラペチーノ® ,ブレべ,498.0,4.2,32.8,46.9,0.5,0.9,46.0,189.0,232.0,0.3,20.7,78.0
ビバレッジ,STARBUCKS COFFEE,フラペチーノ®,マンゴーパッション ティー フラペチーノ®,,140.0,0.7,0.0,34.4,0.2,1.0,33.4,95.0,209.0,0.0,0.0,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アール グレイ ティー ラテ,ミルク,180.0,6.6,6.3,24.5,0.2,0.0,24.5,80.0,327.0,0.2,3.7,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アール グレイ ティー ラテ,低脂肪タイプ,157.0,6.6,3.4,25.1,0.3,0.0,25.1,128.0,362.0,0.1,2.0,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アール グレイ ティー ラテ,無脂肪乳,134.0,6.6,0.5,25.7,0.4,0.0,25.7,175.0,396.0,0.0,0.3,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アール グレイ ティー ラテ,豆乳（調製豆乳）,172.0,6.2,7.5,20.3,0.4,0.4,19.9,118.0,341.0,0.0,1.1,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アール グレイ ティー ラテ,アーモンドミルク,142.0,1.1,7.4,19.5,0.4,3.0,16.5,148.0,82.0,0.0,4.7,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アール グレイ ティー ラテ,オーツミルク,174.0,2.3,6.3,27.6,0.3,0.9,26.8,115.0,113.0,0.0,0.6,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アール グレイ ティー ラテ,ブレべ,460.0,4.8,38.3,24.3,0.2,0.0,24.3,88.0,261.0,0.4,24.3,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アイスティー（ブラック）,,4.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,43.0,0.0,0.0,61.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,カモミール ティー ラテ,ミルク,179.0,6.6,6.3,24.4,0.2,0.0,24.4,86.0,301.0,0.2,3.7,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,カモミール ティー ラテ,低脂肪タイプ,156.0,6.6,3.4,25.0,0.3,0.0,25.0,134.0,336.0,0.1,2.0,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,カモミール ティー ラテ,無脂肪乳,134.0,6.6,0.5,25.6,0.4,0.0,25.6,181.0,371.0,0.0,0.3,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,カモミール ティー ラテ,豆乳（調製豆乳）,171.0,6.2,7.5,20.2,0.4,0.4,19.8,124.0,315.0,0.0,1.1,0.0
