大ジャンル,商品カテゴリ,商品名,長方形画像URL,円形画像URL,商品URL,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,お酒の使用,タンパク質_per_エネルギー,食物繊維_per_エネルギー,ナトリウム_per_エネルギー,カリウム_per_エネルギー,脂質_per_エネルギー,食塩相当量_per_エネルギー,糖質_per_エネルギー,トランス脂肪酸_per_エネルギー,飽和脂肪酸_per_エネルギー,カフェイン_per_エネルギー,タンパク質_偏差値,食物繊維_偏差値,ナトリウム_偏差値,カリウム_偏差値,脂質_偏差値,食塩相当量_偏差値,糖質_偏差値,トランス脂肪酸_偏差値,飽和脂肪酸_偏差値,健康偏差値,不健康偏差値,limited,季節のおすすめ,timestamp
ビバレッジ,ティー｜TEAVANA™,カモミール ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305465/4524785305465_11_s.jpg,image_f43bf8b4-8204-4d03-8675-60579fb45965.png,https://menu.starbucks.co.jp/4524785305465,179.0,6.6,6.3,24.4,0.2,0.0,24.4,86.0,301.0,0.2,3.7,0.0,,0.0368715083798882,0.0,0.4804469273743016,1.681564245810056,0.0351955307262569,0.0011173184357541,0.1363128491620111,0.0011173184357541,0.0206703910614525,0.0,53.4,44.1,45.9,47.5,49.0,47.0,52.0,64.5,52.9,47.725,53.08,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,アール グレイ ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305076/4524785305076_11_s.jpg,image_401fd924-9c8f-484c-88b7-0b13a728643d.png,https://menu.starbucks.co.jp/4524785305076,180.0,6.6,6.3,24.5,0.2,0.0,24.5,80.0,327.0,0.2,3.7,78.0,,0.0366666666666666,0.0,0.4444444444444444,1.8166666666666669,0.0349999999999999,0.0011111111111111,0.1361111111111111,0.0011111111111111,0.0205555555555555,0.4333333333333333,53.3,44.1,45.4,47.7,48.9,47.0,51.9,64.3,52.8,47.625,52.98,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,ゼンクラウド ウーロン ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785492820/4524785492820_11_s.jpg,image_19adf498-9aab-49b8-8f8b-9f356b5a6b52.png,https://menu.starbucks.co.jp/4524785492820,180.0,6.8,6.3,24.2,0.2,0.0,24.2,80.0,280.0,0.2,3.7,71.0,,0.0377777777777777,0.0,0.4444444444444444,1.5555555555555556,0.0349999999999999,0.0011111111111111,0.1344444444444444,0.0011111111111111,0.0205555555555555,0.3944444444444444,53.7,44.1,45.4,47.3,48.9,47.0,51.6,64.3,52.8,47.625,52.92,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,アイスティー(ブラック),https://asset.menu.starbucks.co.jp/public/sku_images/4524785024748/4524785024748_11_s.jpg,image_8e498cdc-7350-4cac-b909-aa6e07fdfff7.png,https://menu.starbucks.co.jp/4524785024748,4.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,43.0,0.0,0.0,61.0,,0.0,0.0,0.0,10.75,0.0,0.0,0.2,0.0,0.0,15.25,40.0,44.1,39.7,60.6,33.9,43.6,63.6,40.8,34.8,46.1,43.34,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,アイスティー(パッション),https://asset.menu.starbucks.co.jp/public/sku_images/4524785349193/4524785349193_11_s.jpg,image_69848856-dece-42e2-936a-076b851afb98.png,https://menu.starbucks.co.jp/4524785349193,4.0,0.0,0.0,1.3,0.0,0.0,1.3,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.325,0.0,0.0,0.0,40.0,44.1,39.7,58.1,33.9,43.6,86.4,40.8,34.8,45.475,47.9,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,イングリッシュ ブレックファスト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305328/4524785305328_11_s.jpg,image_d90032b8-5eda-41ed-9498-01cb30454155.png,https://menu.starbucks.co.jp/4524785305328,5.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,60.0,0.0,0.0,101.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.18,0.0,0.0,20.2,40.0,44.1,39.7,62.4,33.9,43.6,59.9,40.8,34.8,46.55,42.6,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,アール グレイ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305366/4524785305366_11_s.jpg,image_c477d40b-735a-46d5-b7c5-042adc55fe0c.png,https://menu.starbucks.co.jp/4524785305366,2.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,48.0,0.0,0.0,78.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.35,0.0,0.0,39.0,40.0,44.1,39.7,79.8,33.9,43.6,91.0,40.8,34.8,50.9,48.82,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,カモミール,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305571/4524785305571_11_s.jpg,image_e49d3601-6d4c-4c96-aa1a-ed38c908b34c.png,https://menu.starbucks.co.jp/4524785305571,0.0,0.0,0.0,0.2,0.01,0.0,0.2,6.0,22.0,0.0,0.0,0.0,,,,,,,,,,,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,ユースベリー®,https://asset.menu.starbucks.co.jp/public/sku_images/4524785309104/4524785309104_11_s.jpg,image_d1e0d51d-2345-4a14-b10c-764b2dee6223.png,https://menu.starbucks.co.jp/4524785309104,5.0,0.0,0.0,0.9,0.008,0.0,0.9,3.0,21.0,0.0,0.0,9.0,,0.0,0.0,0.6,4.2,0.0,0.0016,0.18,0.0,0.0,1.8,40.0,44.1,47.4,51.2,33.9,48.5,59.9,40.8,34.8,45.675,43.58,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,ほうじ茶,https://asset.menu.starbucks.co.jp/public/sku_images/4524785155473/4524785155473_11_s.jpg,image_e1327a7c-7305-45d6-8620-0c9e397b86b0.png,https://menu.starbucks.co.jp/4524785155473,3.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,105.0,0.0,0.0,68.0,,0.0999999999999999,0.0,0.0,35.0,0.0,0.0,0.0999999999999999,0.0,0.0,22.666666666666668,76.2,44.1,39.7,95.7,33.9,43.6,45.3,40.8,34.8,63.925,39.68,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,ゼンクラウド ウーロン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785492868/4524785492868_11_s.jpg,image_45e34da0-12b5-4995-b229-65a8ef5c7ccd.png,https://menu.starbucks.co.jp/4524785492868,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,112.4,44.1,39.7,45.1,33.9,43.6,27.1,40.8,34.8,60.325,36.04,False,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,抹茶 & クラッシュ ピスタチオミルク ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785568495/4524785568495_11_s.jpg,image_63add5a6-5203-4195-87bc-3ac7116c6664.png,https://menu.starbucks.co.jp/4524785568495,232.0,4.2,6.1,41.2,0.2,,,,,,,,,0.018103448275862,,,,0.0262931034482758,0.0008620689655172,,,,,46.6,50.0,50.0,50.0,45.2,46.2,50.0,50.0,50.0,49.15,48.28,True,False,2024-05-07
ビバレッジ,ティー｜TEAVANA™,ゆず & シトラス ラベンダー セージ ティー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785445499/4524785445499_11_s.jpg,image_9d589642-5d94-4106-bc0a-e01a4f81c99b.png,https://menu.starbucks.co.jp/4524785445499,157.0,0.2,0.1,40.1,0.2,,,,,,,,,0.0012738853503184,,,,0.0006369426751592,0.0012738853503184,,,,,40.5,50.0,50.0,50.0,34.1,47.5,50.0,50.0,50.0,47.625,46.32,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,ストロベリー & パッション ティー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785445529/4524785445529_11_s.jpg,image_16f586be-d8c6-44a2-ac93-1a27570220c9.png,https://menu.starbucks.co.jp/4524785445529,96.0,0.1,0.5,22.9,0.01,,,,,,,,,0.0010416666666666,,,,0.0052083333333333,0.0001041666666666,,,,,40.4,50.0,50.0,50.0,36.1,43.9,50.0,50.0,50.0,47.6,46.0,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,和三蜜 抹茶 ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785445628/4524785445628_11_s.jpg,image_13f36af7-e32f-4aa2-8a23-6ec501b541bb.png,https://menu.starbucks.co.jp/4524785445628,309.0,13.6,11.7,38.6,0.3,,,,,,,,,0.0440129449838187,,,,0.0378640776699029,0.0009708737864077,,,,,55.9,50.0,50.0,50.0,50.1,46.6,50.0,50.0,50.0,51.475,49.34,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,和三蜜 ほうじ茶 ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785445611/4524785445611_11_s.jpg,image_52ea7269-fe34-4ba3-a66e-ce76259c35b2.png,https://menu.starbucks.co.jp/4524785445611,310.0,13.2,11.8,39.0,0.3,,,,,,,,,0.0425806451612903,,,,0.0380645161290322,0.0009677419354838,,,,,55.4,50.0,50.0,50.0,50.2,46.6,50.0,50.0,50.0,51.35,49.36,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,ジャパニーズ チャイ ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785498372/4524785498372_11_s.jpg,image_80e57192-dd67-4656-b14e-5fa8aa293c8b.png,https://menu.starbucks.co.jp/4524785498372,316.0,12.5,11.5,41.5,0.3,,,,,,,,,0.0395569620253164,,,,0.0363924050632911,0.0009493670886075,,,,,54.3,50.0,50.0,50.0,49.5,46.5,50.0,50.0,50.0,51.075,49.2,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,アイス ティー(ピーチ トランクイリティ),https://asset.menu.starbucks.co.jp/public/sku_images/4524785543232/4524785543232_11_s.jpg,image_f6ee3eda-fe76-423d-9f15-a5be19950788.png,https://menu.starbucks.co.jp/4524785543232,36.0,0.0,0.0,8.3,0.03,,,,,,,,,0.0,,,,0.0,0.0008333333333333,,,,,40.0,50.0,50.0,50.0,33.9,46.1,50.0,50.0,50.0,47.5,46.0,True,False,2024-02-15
ビバレッジ,ティー｜TEAVANA™,アイスティー（シトラス ラベンダー セージ）,https://asset.menu.starbucks.co.jp/public/sku_images/4524785519381/4524785519381_11_s.jpg,image_7d499f36-c6ab-4d6b-b694-8feab9a5e16d.png,https://menu.starbucks.co.jp/4524785519381,40.0,0.0,0.0,10.8,0.1,,,,,,,,,0.0,,,,0.0,0.0025,,,,,40.0,50.0,50.0,50.0,33.9,51.2,50.0,50.0,50.0,47.5,47.02,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,ルイボス ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785550827/4524785550827_11_s.jpg,image_9b50692c-f893-4aba-9111-975b6c7077ee.png,https://menu.starbucks.co.jp/4524785550827,184.0,6.2,5.8,27.0,0.2,,,,,,,,,0.033695652173913,,,,0.0315217391304347,0.0010869565217391,,,,,52.2,50.0,50.0,50.0,47.4,46.9,50.0,50.0,50.0,50.55,48.86,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,ルワンダ ブラック ティー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785550834/4524785550834_11_s.jpg,image_8f99bc90-eda8-4fb7-9db4-0bbe6d16921b.png,https://menu.starbucks.co.jp/4524785550834,7.0,0.6,0.1,1.6,0.0,,,,,,,,,0.0857142857142857,,,,0.0142857142857142,0.0,,,,,71.0,50.0,50.0,50.0,40.0,43.6,50.0,50.0,50.0,55.25,46.72,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,アイスティー(アール グレイ),https://asset.menu.starbucks.co.jp/public/sku_images/4524785538948/4524785538948_11_s.jpg,image_5f353dd5-3cd2-4691-8c08-41269f7776c0.png,https://menu.starbucks.co.jp/4524785538948,2.0,0.0,0.0,0.6,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,40.0,50.0,50.0,50.0,33.9,43.6,50.0,50.0,50.0,47.5,45.5,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,シトラス ラベンダー セージ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785533394/4524785533394_11_s.jpg,image_f7e775e8-d9b0-430d-a6c0-e745e326d71d.png,https://menu.starbucks.co.jp/4524785533394,14.0,0.0,0.0,4.0,0.04,,,,,,,,,0.0,,,,0.0,0.0028571428571428,,,,,40.0,50.0,50.0,50.0,33.9,52.3,50.0,50.0,50.0,47.5,47.24,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,アール グレイ クラシックティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785538993/4524785538993_11_s.jpg,image_c73e247c-b07c-4a77-8f06-8aca20139e9e.png,https://menu.starbucks.co.jp/4524785538993,300.0,12.9,11.7,37.0,0.3,,,,,,,,,0.043,,,,0.039,0.001,,,,,55.6,50.0,50.0,50.0,50.6,46.7,50.0,50.0,50.0,51.4,49.46,True,False,2023-12-29
ビバレッジ,ティー｜TEAVANA™,マジェスティック チャイ ウーロン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785533400/4524785533400_11_s.jpg,image_478dc920-e705-4758-930f-77c0baa0c28e.png,https://menu.starbucks.co.jp/4524785533400,10.0,1.0,1.0,1.0,0.3,,,,,,,,,0.1,,,,0.1,0.03,,,,,76.2,50.0,50.0,50.0,76.8,134.5,50.0,50.0,50.0,56.55,72.26,True,False,2023-12-29
フード,デザート,ニューヨークチーズケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785308985/4524785308985_11_s.jpg,image_fdfc380f-dda8-44b7-8c44-61222e6ac4d0.png,https://menu.starbucks.co.jp/4524785308985,414.0,6.6,29.9,30.1,0.7,1.0,29.1,258.0,109.0,0.3,12.8,,なし,0.0159420289855072,0.002415458937198,0.6231884057971014,0.2632850241545894,0.0722222222222222,0.0016908212560386,0.0702898550724637,0.0007246376811594,0.0309178743961352,,45.8,46.0,47.7,45.5,64.9,48.7,39.9,56.2,61.9,46.25,54.32,False,False,2023-12-29
フード,デザート,ブルーベリーレアチーズケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785562653/4524785562653_11_s.jpg,image_617dd03f-ef23-4d89-8cd6-ea77ca36249c.png,https://menu.starbucks.co.jp/4524785562653,379.0,4.4,25.1,34.4,0.3,1.0,33.4,107.0,105.0,0.2,14.1,,あり（アルコール分0.1%未満）,0.0116094986807387,0.0026385224274406,0.2823218997361477,0.2770448548812665,0.0662269129287599,0.0007915567282321,0.0881266490765171,0.0005277044854881,0.0372031662269129,,44.2,46.1,43.3,45.5,62.3,46.0,43.2,52.0,67.3,44.775,54.16,False,True,2024-05-07
フード,デザート,宇治抹茶チーズケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785560284/4524785560284_11_s.jpg,image_6cf09e17-84fe-4a12-860d-ced547307199.png,https://menu.starbucks.co.jp/4524785560284,409.0,7.0,28.3,32.3,0.7,1.2,31.1,273.0,142.0,0.5,16.0,,なし,0.0171149144254278,0.0029339853300733,0.6674816625916871,0.3471882640586797,0.0691931540342298,0.0017114914425427,0.0760391198044009,0.0012224938875305,0.0391198044009779,,46.2,46.4,48.2,45.6,63.6,48.8,41.0,66.7,69.0,46.6,57.82,False,True,2024-03-01
フード,デザート,米粉の抹茶ロールケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785555723/4524785555723_11_s.jpg,image_e15e7269-b826-47e1-8450-2b4ae02051d2.png,https://menu.starbucks.co.jp/4524785555723,251.0,3.4,12.2,32.4,0.3,0.7,31.7,133.0,149.0,0.0,7.3,,なし,0.0135458167330677,0.0027888446215139,0.5298804780876494,0.5936254980079682,0.048605577689243,0.0011952191235059,0.1262948207171314,0.0,0.0290836653386454,,44.9,46.3,46.5,45.9,54.7,47.2,50.1,40.8,60.2,45.9,50.6,False,False,2023-12-29
フード,デザート,クッキー＆クリームシフォンケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785470071/4524785470071_11_s.jpg,image_34013584-b024-4e78-bd1d-91e5e56a02af.png,https://menu.starbucks.co.jp/4524785470071,325.0,4.8,20.3,30.6,0.3,0.5,30.1,100.0,121.0,0.1,10.3,,なし,0.0147692307692307,0.0015384615384615,0.3076923076923077,0.3723076923076923,0.0624615384615384,0.0009230769230769,0.0926153846153846,0.0003076923076923,0.0316923076923076,,45.4,45.3,43.6,45.6,60.7,46.4,44.0,47.3,62.5,44.975,52.18,False,True,2024-05-07
フード,デザート,チョコレートケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785527805/4524785527805_11_s.jpg,image_f5c1291f-ec7b-416e-9751-5c34062a3c02.png,https://menu.starbucks.co.jp/4524785527805,452.0,6.6,29.3,43.6,0.4,5.9,37.7,143.0,403.0,0.0,16.9,,なし,0.0146017699115044,0.0130530973451327,0.3163716814159292,0.8915929203539823,0.0648230088495575,0.0008849557522123,0.0834070796460177,0.0,0.0373893805309734,,45.3,54.4,43.8,46.4,61.7,46.3,42.3,40.8,67.5,47.475,51.72,False,True,2024-02-01
フード,ペストリー,マラサダ メロンクリーム,https://asset.menu.starbucks.co.jp/public/sku_images/4524785561397/4524785561397_11_s.jpg,image_170573eb-cd26-4ad6-a5ee-84da50f2c799.png,https://menu.starbucks.co.jp/4524785561397,273.0,5.5,11.7,37.1,0.6,1.2,35.9,244.0,45.0,0.0,4.2,,なし,0.0201465201465201,0.0043956043956043,0.8937728937728938,0.1648351648351648,0.0428571428571428,0.0021978021978021,0.1315018315018315,0.0,0.0153846153846153,,47.3,47.5,51.1,45.3,52.3,50.3,51.1,40.8,48.3,47.8,48.56,False,True,2024-05-07
フード,ペストリー,シュガードーナツ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508385/4524785508385_11_s.jpg,image_632152a8-e5a0-4a8a-8c32-b265182675af.png,https://menu.starbucks.co.jp/4524785508385,360.0,4.5,21.4,38.0,0.5,1.1,36.9,207.0,43.0,0.1,7.8,,なし,0.0125,0.0030555555555555,0.575,0.1194444444444444,0.0594444444444444,0.0013888888888888,0.1025,0.0002777777777777,0.0216666666666666,,44.5,46.5,47.1,45.2,59.4,47.8,45.8,46.7,53.8,45.825,50.7,False,False,2023-12-29
フード,ペストリー,アールグレイミルククリームドーナツ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785542624/4524785542624_11_s.jpg,image_4c65a7f9-6a1c-4a1a-8ffa-f737940d8ec5.png,https://menu.starbucks.co.jp/4524785542624,396.0,5.7,23.5,40.9,0.6,1.1,39.8,230.0,73.0,0.1,10.0,,なし,0.0143939393939393,0.0027777777777777,0.5808080808080808,0.1843434343434343,0.0593434343434343,0.0015151515151515,0.1005050505050505,0.0002525252525252,0.0252525252525252,,45.2,46.2,47.1,45.3,59.4,48.2,45.4,46.2,56.9,45.95,51.22,False,True,2024-05-07
フード,ペストリー,チョコレートチャンクスコーン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785496972/4524785496972_11_s.jpg,image_eeec80f4-813d-468b-8e42-510e76021d25.png,https://menu.starbucks.co.jp/4524785496972,358.0,6.3,17.4,45.1,1.2,2.2,42.9,472.0,141.0,0.1,9.1,,なし,0.0175977653631284,0.006145251396648,1.318435754189944,0.3938547486033519,0.0486033519553072,0.0033519553072625,0.1198324022346368,0.0002793296089385,0.0254189944134078,,46.4,48.9,56.6,45.6,54.7,53.8,49.0,46.7,57.0,49.375,52.24,False,False,2023-12-29
フード,ペストリー,宇治抹茶ホワイトチョコスコーン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785561342/4524785561342_11_s.jpg,image_9358d959-7d88-4eb5-832e-0bd4dc6068c7.png,https://menu.starbucks.co.jp/4524785561342,339.0,5.4,13.6,49.5,0.8,1.6,47.9,330.0,99.0,0.0,5.7,,なし,0.015929203539823,0.0047197640117994,0.9734513274336284,0.2920353982300885,0.0401179941002949,0.0023598820058997,0.1412979351032448,0.0,0.0168141592920353,,45.8,47.8,52.2,45.5,51.1,50.8,52.9,40.8,49.5,47.825,49.02,False,True,2024-05-07
フード,ペストリー,シナモンロール,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508361/4524785508361_11_s.jpg,image_677b6f20-bf10-45dc-8a71-77bc6af62843.png,https://menu.starbucks.co.jp/4524785508361,549.0,9.0,29.1,64.1,0.8,2.1,62.0,335.0,114.0,0.1,11.3,,なし,0.0163934426229508,0.0038251366120218,0.6102003642987249,0.2076502732240437,0.0530054644808743,0.0014571948998178,0.1129326047358834,0.0001821493624772,0.0205828779599271,,45.9,47.1,47.5,45.4,56.6,48.0,47.7,44.7,52.8,46.475,49.96,False,False,2023-12-29
フード,ペストリー,アメリカンワッフル,https://asset.menu.starbucks.co.jp/public/sku_images/4524785466562/4524785466562_11_s.jpg,image_1999bc80-9136-4b35-a18b-a3ce7fcfac11.png,https://menu.starbucks.co.jp/4524785466562,248.0,6.3,11.9,29.1,0.8,0.6,28.5,333.0,88.0,0.1,4.8,,なし,0.0254032258064516,0.0024193548387096,1.342741935483871,0.3548387096774194,0.0479838709677419,0.0032258064516129,0.1149193548387096,0.0004032258064516,0.0193548387096774,,49.2,46.0,56.9,45.6,54.5,53.4,48.1,49.4,51.7,49.425,51.42,False,False,2023-12-29
フード,ペストリー,あんバターサンド,https://asset.menu.starbucks.co.jp/public/sku_images/4524785529755/4524785529755_11_s.jpg,image_8e9d7f01-2675-4c7f-91c7-264324a36abc.png,https://menu.starbucks.co.jp/4524785529755,267.0,6.0,9.1,41.3,0.6,2.2,39.1,228.0,76.0,0.1,4.5,,なし,0.0224719101123595,0.0082397003745318,0.8539325842696629,0.2846441947565543,0.0340823970037453,0.0022471910112359,0.146441947565543,0.0003745318352059,0.0168539325842696,,48.1,50.6,50.6,45.5,48.5,50.4,53.8,48.8,49.6,48.7,50.22,False,False,2023-12-29
フード,ペストリー,もっちりボール チョコ＆ストロベリーチョコ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785562639/4524785562639_11_s.jpg,image_ee4768cc-d01a-4289-ac51-ae54dc9ba65d.png,https://menu.starbucks.co.jp/4524785562639,313.0,3.6,14.4,42.8,0.8,1.3,41.5,297.0,99.0,0.1,2.9,,なし,0.0115015974440894,0.0041533546325878,0.9488817891373802,0.31629392971246,0.0460063897763578,0.0025559105431309,0.1325878594249201,0.0003194888178913,0.0092651757188498,,44.2,47.3,51.8,45.5,53.6,51.4,51.3,47.6,42.9,47.2,49.36,False,True,2024-05-07
フード,ペストリー,チョコレートの米粉マフィン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785558106/4524785558106_11_s.jpg,image_834ff024-6d4f-4941-b417-f25de6fdf2cc.png,https://menu.starbucks.co.jp/4524785558106,309.0,4.4,14.0,42.1,0.6,1.7,40.4,243.0,166.0,0.0,3.3,,なし,0.0142394822006472,0.0055016181229773,0.7864077669902912,0.5372168284789643,0.0453074433656957,0.0019417475728155,0.1307443365695793,0.0,0.0106796116504854,,45.2,48.4,49.8,45.8,53.3,49.5,51.0,40.8,44.2,47.3,47.76,False,True,2024-01-17
フード,ペストリー,クッキーとチョコレートのパウンドケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785527829/4524785527829_11_s.jpg,image_efcaffc0-0f17-49b8-bf5a-d0454e5d2f10.png,https://menu.starbucks.co.jp/4524785527829,338.0,4.9,20.3,34.9,0.4,1.4,33.5,158.0,120.0,0.1,7.4,,なし,0.0144970414201183,0.0041420118343195,0.4674556213017751,0.3550295857988165,0.0600591715976331,0.0011834319526627,0.0991124260355029,0.0002958579881656,0.0218934911242603,,45.3,47.3,45.7,45.6,59.7,47.2,45.2,47.1,54.0,45.975,50.64,False,True,2024-01-17
フード,ペストリー,チョコレートデニッシュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785561373/4524785561373_11_s.jpg,image_c976159f-cc39-4f7f-8ea7-3a26adfa29a9.png,https://menu.starbucks.co.jp/4524785561373,246.0,3.8,14.3,26.3,0.5,1.7,24.6,189.0,100.0,0.1,6.0,,なし,0.0154471544715447,0.006910569105691,0.7682926829268293,0.4065040650406504,0.058130081300813,0.0020325203252032,0.1,0.0004065040650406,0.024390243902439,,45.6,49.5,49.5,45.7,58.8,49.8,45.3,49.4,56.1,47.575,51.88,True,False,2024-05-07
フード,ペストリー,[ドライブスルー店販売]抹茶あんバターサンド,https://asset.menu.starbucks.co.jp/public/sku_images/4524785558335/4524785558335_11_s.jpg,image_2f4a3951-40a7-4820-8211-c8ce2e706ae2.png,https://menu.starbucks.co.jp/4524785558335,243.0,6.0,6.5,41.3,0.6,2.5,38.8,238.0,71.0,0.1,3.5,,なし,0.0246913580246913,0.0102880658436214,0.9794238683127572,0.2921810699588477,0.0267489711934156,0.0024691358024691,0.1596707818930041,0.0004115226337448,0.0144032921810699,,48.9,52.2,52.2,45.5,45.4,51.1,56.2,49.5,47.4,49.7,49.92,True,False,2023-12-29
フード,ペストリー,ベーコンとほうれん草のキッシュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785438460/4524785438460_11_s.jpg,image_2f7833bc-8057-4813-b289-50c31418d080.png,https://menu.starbucks.co.jp/4524785438460,343.0,8.4,24.4,23.1,1.6,1.7,21.4,644.0,167.0,0.2,11.2,,なし,0.0244897959183673,0.0049562682215743,1.877551020408164,0.4868804664723032,0.071137026239067,0.0046647230320699,0.0623906705539358,0.0005830903790087,0.0326530612244897,,48.9,48.0,63.7,45.8,64.4,57.8,38.5,53.2,63.4,51.6,55.46,False,False,2023-12-29
フード,ペストリー,あらびきソーセージパイ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785461512/4524785461512_11_s.jpg,image_9c49af9b-e676-402f-b5ec-c0be61ff8b58.png,https://menu.starbucks.co.jp/4524785461512,343.0,8.8,21.5,28.6,1.6,1.4,27.2,644.0,140.0,0.1,8.2,,なし,0.0256559766763848,0.0040816326530612,1.877551020408164,0.4081632653061224,0.0626822157434402,0.0046647230320699,0.0793002915451895,0.0002915451895043,0.0239067055393586,,49.3,47.3,63.7,45.7,60.8,57.8,41.6,47.0,55.7,51.5,52.58,False,False,2023-12-29
フード,サンドイッチ,ダブル ハム＆マリボーチーズ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785561793/4524785561793_11_s.jpg,image_776e2a42-00aa-4062-aa70-7a2ed16c8f90.png,https://menu.starbucks.co.jp/4524785561793,441.0,28.3,20.2,38.2,2.7,2.9,35.3,1076.0,234.0,0.2,10.8,,なし,0.064172335600907,0.0065759637188208,2.439909297052154,0.5306122448979592,0.0458049886621315,0.0061224489795918,0.0800453514739229,0.000453514739229,0.0244897959183673,,63.2,49.2,70.9,45.8,53.5,62.2,41.7,50.4,56.2,57.275,52.8,False,True,2024-05-07
フード,サンドイッチ,ハム＆マリボーチーズ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785447462/4524785447462_11_s.jpg,image_01a12656-c1da-49bd-98d8-b41337efe1e8.png,https://menu.starbucks.co.jp/4524785447462,342.0,19.0,12.7,39.4,1.8,3.1,36.3,718.0,169.0,0.2,5.6,,なし,0.0555555555555555,0.0090643274853801,2.0994152046783627,0.4941520467836257,0.0371345029239766,0.0052631578947368,0.1061403508771929,0.0005847953216374,0.0163742690058479,,60.1,51.2,66.6,45.8,49.8,59.6,46.5,53.2,49.1,55.925,51.64,False,False,2023-12-29
