大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,低脂肪タイプ,153.0,10.1,5.2,16.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,無脂肪乳,120.0,10.6,0.8,17.8,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,豆乳（調製豆乳）,175.0,10.1,11.0,9.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,アーモンドミルク,135.0,3.0,10.7,9.1,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,オーツミルク,135.0,1.5,0.5,27.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,シェケラート,,37.0,0.9,0.0,8.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ アメリカーノ（ホット）,,13.0,0.9,0.0,2.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ アメリカーノ（アイス）,,13.0,0.9,0.0,2.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,ミルク,248.0,10.6,11.1,26.7,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,低脂肪タイプ,214.0,11.2,6.6,27.9,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,無脂肪乳,181.0,11.7,2.0,29.0,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,豆乳（調製豆乳）,237.0,11.1,12.4,20.9,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,アーモンドミルク,196.0,3.9,12.2,20.2,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,オーツミルク,196.0,2.3,1.8,38.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,ミルク,176.0,7.0,7.1,21.4,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,低脂肪タイプ,156.0,7.3,4.4,22.1,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,無脂肪乳,136.0,7.6,1.7,22.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,豆乳（調製豆乳）,169.0,7.3,7.9,18.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,アーモンドミルク,145.0,3.0,7.7,17.6,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,オーツミルク,145.0,2.1,1.6,28.3,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,ミルク,224.0,11.5,11.8,18.3,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,低脂肪タイプ,184.0,12.1,6.4,19.7,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,無脂肪乳,143.0,12.7,0.9,21.1,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,豆乳（調製豆乳）,210.0,12.1,13.3,11.3,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,アーモンドミルク,162.0,3.4,13.0,10.5,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,オーツミルク,162.0,1.6,0.6,32.2,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,ミルク,128.0,6.7,6.4,11.2,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,低脂肪タイプ,106.0,7.0,3.5,12.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,無脂肪乳,84.0,7.4,0.5,12.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,豆乳（調製豆乳）,120.0,7.0,7.3,7.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,アーモンドミルク,94.0,2.3,7.1,7.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,オーツミルク,94.0,1.3,0.3,18.8,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ソイ ラテ（ホット）,,210.0,12.1,13.3,11.3,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,ソイ ラテ（アイス）,,120.0,7.0,7.3,7.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,アーモンドミルク ラテ（ホット）,,160.0,2.8,13.5,10.0,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,アーモンドミルク ラテ（アイス）,,93.0,2.0,7.3,6.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,オーツミルク　ラテ（ホット）,,162.0,1.6,0.6,32.2,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スターバックス リザーブ® エスプレッソ,オーツミルク　ラテ（アイス）,,94.0,1.3,0.3,18.8,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,バレルエイジド コールド ブリュー,,82.0,0.5,0.1,19.9,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,ミルク,332.0,11.8,15.9,35.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,低脂肪タイプ,293.0,12.4,10.6,37.2,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,無脂肪乳,254.0,13.0,5.4,38.5,1.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,豆乳（調製豆乳）,319.0,12.4,17.4,29.1,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,アーモンドミルク,272.0,4.0,17.1,28.3,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,オーツミルク,272.0,2.2,5.1,49.3,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,ミルク,223.0,6.7,9.9,27.1,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,低脂肪タイプ,203.0,7.0,7.2,27.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,無脂肪乳,184.0,7.3,4.6,28.5,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,豆乳（調製豆乳）,216.0,7.0,10.6,23.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,アーモンドミルク,193.0,2.8,10.5,23.4,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,オーツミルク,193.0,1.9,4.5,33.9,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),コーヒー ＋ アイスクリーム,クラシックアフォガート,,214.0,4.2,10.4,26.4,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),コーヒー ＋ アイスクリーム,コールドブリューフロート,,208.0,3.6,10.4,25.1,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),コーヒー ＋ アイスクリーム,ナイトロ コールドブリューフロート,,215.0,3.9,10.4,26.7,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,アリビアーモ™ エスプレッソ トニック,,73.0,1.6,0.1,17.6,0.1,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シトラス コーヒーモーニ,,80.0,0.6,0.2,20.1,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,カスカラ カシス フィズ,,101.0,0.4,0.3,24.8,0.005,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（ホット）,ミルク,390.0,12.0,14.2,54.1,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（ホット）,低脂肪タイプ,351.0,12.6,8.9,55.4,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（ホット）,無脂肪乳,312.0,13.2,3.7,56.8,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（ホット）,豆乳（調製豆乳）,377.0,12.6,15.7,47.4,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（ホット）,アーモンドミルク,330.0,4.2,15.4,46.6,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（ホット）,オーツミルク,330.0,2.4,3.4,67.6,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（アイス）,ミルク,222.0,4.9,6.2,37.3,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（アイス）,低脂肪タイプ,210.0,5.0,4.6,37.7,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（アイス）,無脂肪乳,198.0,5.2,3.0,38.1,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（アイス）,豆乳（調製豆乳）,218.0,5.0,6.6,35.3,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（アイス）,アーモンドミルク,204.0,2.5,6.5,35.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),スピリットフリー カクテル,シネマ カプチーノ（アイス）,オーツミルク,204.0,2.0,2.9,41.3,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),キッズ カクテル,トロピカルドレス,,88.0,0.3,0.0,21.9,0.004,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),キッズ カクテル,モカ タキシード,ミルク,444.0,6.6,29.3,38.6,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),キッズ カクテル,モカ タキシード,低脂肪タイプ,439.0,6.7,28.5,38.8,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),キッズ カクテル,モカ タキシード,無脂肪乳,433.0,6.8,27.7,39.0,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),キッズ カクテル,モカ タキシード,豆乳（調製豆乳）,442.0,6.7,29.5,37.6,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),キッズ カクテル,モカ タキシード,アーモンドミルク,435.0,5.5,29.5,37.5,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (3F ARRIVIAMO™),キッズ カクテル,モカ タキシード,オーツミルク,435.0,5.2,27.7,40.7,0.6,,,,,,,
