大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,バレルエイジド メリー クリーム コーヒー,,127.0,0.8,7.4,14.4,0.04,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,ロースタリー シナモン ラテ,,225.0,2.8,13.6,26.2,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,クレーム ブリュレ ラテ,ミルク,285.0,11.1,11.4,22.8,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,クレーム ブリュレ ラテ,低脂肪タイプ,246.0,11.7,6.2,24.1,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,クレーム ブリュレ ラテ,無脂肪乳,207.0,12.3,0.9,25.5,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,クレーム ブリュレ ラテ,豆乳（調製豆乳）,272.0,11.7,12.9,16.1,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,クレーム ブリュレ ラテ,アーモンドミルク,225.0,3.3,12.6,15.3,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,クレーム ブリュレ ラテ,オーツミルク,225.0,1.5,0.6,36.3,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ ゴールデンフォーム™ コールド ブリュー,,174.0,1.0,13.6,13.4,0.1,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ ゴールデン クリーム アイス エスプレッソ,ミルク変更なし,194.0,1.9,13.7,16.2,0.1,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ ゴールデン クリーム アイス エスプレッソ,ミルク,210.0,4.4,16.6,12.6,0.1,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ ゴールデン クリーム アイス エスプレッソ,低脂肪タイプ,200.0,4.6,15.2,13.0,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ ゴールデン クリーム アイス エスプレッソ,無脂肪乳,189.0,4.7,13.8,13.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ ゴールデン クリーム アイス エスプレッソ,豆乳（調製豆乳）,206.0,4.6,17.0,10.9,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ ゴールデン クリーム アイス エスプレッソ,アーモンドミルク,194.0,2.3,16.9,10.6,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ ゴールデン クリーム アイス エスプレッソ,オーツミルク,194.0,1.9,13.7,16.2,0.1,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ オーツミルク ラテ,ミルク変更なし,270.0,1.5,14.0,30.8,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ オーツミルク ラテ,ミルク,329.0,11.0,24.7,17.5,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ オーツミルク ラテ,低脂肪タイプ,291.0,11.6,19.5,18.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ オーツミルク ラテ,無脂肪乳,252.0,12.2,14.3,20.2,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ オーツミルク ラテ,豆乳（調製豆乳）,316.0,11.5,26.2,10.9,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ オーツミルク ラテ,アーモンドミルク,270.0,3.3,25.8,10.1,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),季節のおすすめ,スターバックス リザーブ® オリアート™ オーツミルク ラテ,オーツミルク,270.0,1.5,14.0,30.8,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,バニラ クリーム,ミルク,341.0,11.5,18.9,30.9,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,バニラ クリーム,低脂肪タイプ,298.0,12.2,13.1,32.4,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,バニラ クリーム,無脂肪乳,255.0,12.8,7.3,33.9,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,バニラ クリーム,豆乳（調製豆乳）,326.0,12.1,20.6,23.6,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,バニラ クリーム,アーモンドミルク,274.0,2.9,20.2,22.7,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,バニラ クリーム,オーツミルク,274.0,0.9,7.0,45.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,ホット チョコレート,ミルク,366.0,12.9,21.3,30.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,ホット チョコレート,低脂肪タイプ,321.0,13.6,15.2,32.2,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,ホット チョコレート,無脂肪乳,276.0,14.3,9.2,33.8,0.9,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,ホット チョコレート,豆乳（調製豆乳）,351.0,13.5,23.0,23.0,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,ホット チョコレート,アーモンドミルク,297.0,3.9,22.6,22.0,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,ホット チョコレート,オーツミルク,297.0,1.8,8.8,46.2,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,富士®プレミアムスパークリングウォーター,,0.0,0.0,0.0,0.0,0.003,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,ＫＩＭＩＮＯ® ＹＵＺＵ スパークリングジュース,,60.0,0.0,0.0,15.3,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),その他ビバレッジ,ＫＩＭＩＮＯ® ＲＩＮＧＯ スパークリングジュース,,55.0,0.0,0.0,13.5,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),キッズ ビバレッジ,ｂｅ ｊｕｉｃｙ！ Ｋｉｄｓ アップル,,105.0,0.2,0.0,26.1,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),キッズ ビバレッジ,ｂｅ ｊｕｉｃｙ！ Ｋｉｄｓ オレンジ,,88.0,1.6,0.0,20.7,0.005,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),カスタマイズ,バニラ ビーン シロップ,,49.0,0.0,0.1,12.1,0.0007,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),カスタマイズ,デメララ ホイップ クリーム,,77.0,0.3,7.2,2.6,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),カスタマイズ,エスプレッソ ショット,,8.0,0.5,0.0,1.4,0.005,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),カスタマイズ,アイスクリーム,,201.0,3.3,10.4,23.6,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),カスタマイズ,デメララ シロップ,,48.0,0.0,0.0,12.1,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),カスタマイズ,クラフトキャラメル ソース,,115.0,0.7,4.5,18.1,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,モッドバー プアオーバー（ホット）,,21.0,1.3,0.0,3.8,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,モッドバー プアオーバー（アイス）,,16.0,1.0,0.0,3.2,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,ケメックス®（ホット）,,21.0,1.3,0.0,3.8,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,ケメックス®（アイス）,,16.0,1.0,0.0,3.2,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,クローバー（ホット）,,34.0,2.0,0.0,6.1,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,クローバー（アイス）,,25.0,1.5,0.0,5.1,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,サイフォン,,15.0,0.9,0.0,2.8,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,コーヒー プレス（ホット）,,17.0,1.0,0.0,3.1,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ブリュー メソッド,コーヒー プレス（アイス）,,18.0,1.1,0.0,3.6,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),コールド ブリュー,コールド ブリュー コーヒー,,10.0,0.4,0.0,2.2,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),コールド ブリュー,ナイトロ コールド ブリュー コーヒー,,17.0,0.7,0.0,3.8,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,ミルク,186.0,9.6,9.7,15.5,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,低脂肪タイプ,153.0,10.1,5.2,16.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,無脂肪乳,120.0,10.6,0.8,17.8,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,豆乳（調製豆乳）,175.0,10.1,11.0,9.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,アーモンドミルク,135.0,3.0,10.7,9.1,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カプチーノ（ホット）,オーツミルク,135.0,1.5,0.5,27.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,シェケラート,,37.0,0.9,0.0,8.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,エスプレッソ ドピオ,,13.0,0.9,0.0,2.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ アメリカーノ（ホット）,,13.0,0.9,0.0,2.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ アメリカーノ（アイス）,,13.0,0.9,0.0,2.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,ミルク,248.0,10.6,11.1,26.7,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,低脂肪タイプ,214.0,11.2,6.6,27.9,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,無脂肪乳,181.0,11.7,2.0,29.0,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,豆乳（調製豆乳）,237.0,11.1,12.4,20.9,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,アーモンドミルク,196.0,3.9,12.2,20.2,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（ホット）,オーツミルク,196.0,2.3,1.8,38.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,ミルク,176.0,7.0,7.1,21.4,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,低脂肪タイプ,156.0,7.3,4.4,22.1,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,無脂肪乳,136.0,7.6,1.7,22.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,豆乳（調製豆乳）,169.0,7.3,7.9,18.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,アーモンドミルク,145.0,3.0,7.7,17.6,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ダーク チョコレート モカ（アイス）,オーツミルク,145.0,2.1,1.6,28.3,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,ミルク,224.0,11.5,11.8,18.3,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,低脂肪タイプ,184.0,12.1,6.4,19.7,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,無脂肪乳,143.0,12.7,0.9,21.1,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,豆乳（調製豆乳）,210.0,12.1,13.3,11.3,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,アーモンドミルク,162.0,3.4,13.0,10.5,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（ホット）,オーツミルク,162.0,1.6,0.6,32.2,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,ミルク,128.0,6.7,6.4,11.2,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,低脂肪タイプ,106.0,7.0,3.5,12.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,無脂肪乳,84.0,7.4,0.5,12.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,豆乳（調製豆乳）,120.0,7.0,7.3,7.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,アーモンドミルク,94.0,2.3,7.1,7.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,カフェ ラテ（アイス）,オーツミルク,94.0,1.3,0.3,18.8,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ソイ ラテ（ホット）,,210.0,12.1,13.3,11.3,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,ソイ ラテ（アイス）,,120.0,7.0,7.3,7.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,アーモンドミルク ラテ（ホット）,,160.0,2.8,13.5,10.0,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,アーモンドミルク ラテ（アイス）,,93.0,2.0,7.3,6.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,オーツミルク ラテ（ホット）,,162.0,1.6,0.6,32.2,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),スターバックス リザーブ® エスプレッソ,オーツミルク ラテ（アイス）,,94.0,1.3,0.3,18.8,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,バレルエイジド コールド ブリュー,,82.0,0.5,0.1,19.9,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,ミルク,332.0,11.8,15.9,35.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,低脂肪タイプ,293.0,12.4,10.6,37.2,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,無脂肪乳,254.0,13.0,5.4,38.5,1.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,豆乳（調製豆乳）,319.0,12.4,17.4,29.1,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,アーモンドミルク,272.0,4.0,17.1,28.3,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（ホット）,オーツミルク,272.0,2.2,5.1,49.3,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,ミルク,223.0,6.7,9.9,27.1,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,低脂肪タイプ,203.0,7.0,7.2,27.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,無脂肪乳,184.0,7.3,4.6,28.5,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,豆乳（調製豆乳）,216.0,7.0,10.6,23.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,アーモンドミルク,193.0,2.8,10.5,23.4,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),ロースタリー クリエイションズ,クラフトキャラメル ラテ（アイス）,オーツミルク,193.0,1.9,4.5,33.9,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),コーヒー ＋ アイスクリーム,クラシックアフォガート,,214.0,4.2,10.4,26.4,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),コーヒー ＋ アイスクリーム,コールドブリューフロート,,208.0,3.6,10.4,25.1,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),コーヒー ＋ アイスクリーム,ナイトロ コールドブリューフロート,,215.0,3.9,10.4,26.7,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ロースタリー フライト クローバー®,,66.0,4.0,0.0,11.9,0.1,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ロースタリー フライト モッドバー プアオーバー,,51.0,3.1,0.0,9.2,0.03,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ロースタリー フライト コーヒー プレス,,51.0,3.1,0.0,9.2,0.03,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ロースタリー フライト ケメックス®,,51.0,3.1,0.0,9.2,0.03,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ロースタリー フライト サイフォン,,38.0,2.3,0.0,6.9,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ブリュー コンパリソン フライト モッドバー プアオーバー,,39.0,2.3,0.0,7.0,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ブリュー コンパリソン フライト コーヒー プレス,,39.0,2.3,0.0,7.0,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ブリュー コンパリソン フライト ケメックス®,,39.0,2.3,0.0,7.0,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,ブリュー コンパリソン フライト サイフォン,,35.0,2.1,0.0,6.3,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® ROASTERY TOKYO (1F MAIN BAR),フライト,with チョコレート（ミルク・あんこ・さくら）,,112.0,1.4,7.0,10.5,0.0,,,,,,,
