大ジャンル,商品カテゴリ,商品名,長方形画像URL,円形画像URL,商品URL,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,お酒の使用
フード,サンドイッチ,ハム＆マリボーチーズ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785447462/4524785447462_11_s.jpg,,https://menu.starbucks.co.jp/4524785447462,342.0,19.0,12.7,39.4,1.8,3.1,36.3,718.0,169.0,0.2,5.6,,なし
フード,サンドイッチ,ヴィーナソーセージ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785516144/4524785516144_11_s.jpg,,https://menu.starbucks.co.jp/4524785516144,470.0,16.7,23.3,50.7,2.8,4.4,46.3,1092.0,296.0,0.0,6.3,,なし
フード,サンドイッチ,バジルチキン＆トマトモッツァレラ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785552524/4524785552524_11_s.jpg,,https://menu.starbucks.co.jp/4524785552524,319.0,18.9,8.5,43.6,2.0,3.9,39.7,785.0,308.0,0.0,2.4,,なし
フード,サンドイッチ,キーマカレー 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785537392/4524785537392_11_s.jpg,,https://menu.starbucks.co.jp/4524785537392,325.0,12.8,7.1,52.7,2.0,5.2,47.5,806.0,346.0,0.0,1.9,,あり（アルコール分0.1%未満）
フード,サンドイッチ,あらびきソーセージパティ＆スクランブルエッグ イングリッシュマフィン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785521964/4524785521964_11_s.jpg,,https://menu.starbucks.co.jp/4524785521964,320.0,16.8,15.2,28.9,2.1,2.9,26.0,834.0,209.0,0.1,5.3,,あり（アルコール分0.1%未満）
フード,サンドイッチ,セミドライトマトのピザトースト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785552517/4524785552517_11_s.jpg,,https://menu.starbucks.co.jp/4524785552517,232.0,7.2,6.0,38.7,1.5,2.6,36.1,596.0,250.0,0.0,1.5,,なし
フード,サンドイッチ,クラブハウスサンド 石窯カンパーニュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785546769/4524785546769_11_s.jpg,,https://menu.starbucks.co.jp/4524785546769,294.0,17.8,13.5,25.4,2.2,2.6,22.8,856.0,276.0,0.0,3.1,,なし
フード,サンドイッチ,ハム＆クリームチーズ 石窯カンパーニュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785531918/4524785531918_11_s.jpg,,https://menu.starbucks.co.jp/4524785531918,272.0,16.0,13.8,22.0,1.6,2.1,19.9,605.0,190.0,0.0,4.1,,あり（アルコール分0.1%未満）
フード,サンドイッチ,根菜チキン サラダラップ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785529779/4524785529779_11_s.jpg,,https://menu.starbucks.co.jp/4524785529779,200.0,8.4,9.2,21.9,1.3,2.2,19.7,503.0,168.0,0.0,1.8,,なし
フード,サンドイッチ,えびアボカド サラダラップ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785558342/4524785558342_11_s.jpg,,https://menu.starbucks.co.jp/4524785558342,273.0,7.3,14.7,28.0,2.0,2.9,25.1,798.0,252.0,0.0,2.6,,なし
フード,パッケージフード,ブラウニー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785549845/4524785549845_11_s.jpg,,https://menu.starbucks.co.jp/4524785549845,206.0,3.0,12.9,20.4,0.1,1.7,18.7,48.0,138.0,0.1,5.6,,なし
フード,パッケージフード,チョコレートチャンククッキー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508422/4524785508422_11_s.jpg,,https://menu.starbucks.co.jp/4524785508422,279.0,2.9,12.4,39.9,0.3,1.9,38.0,126.0,102.0,0.1,5.6,,なし
フード,パッケージフード,ホワイトチョコレートチャンク＆マカダミアクッキー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508439/4524785508439_11_s.jpg,,https://menu.starbucks.co.jp/4524785508439,257.0,2.9,11.9,34.5,0.3,1.2,33.3,113.0,70.0,0.1,4.4,,なし
フード,パッケージフード,バウムクーヘン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508415/4524785508415_11_s.jpg,,https://menu.starbucks.co.jp/4524785508415,207.0,3.2,13.1,19.1,0.2,0.3,18.8,70.0,38.0,0.1,4.7,,あり（アルコール分0.1%未満）
フード,パッケージフード,アーモンドフロランタン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508446/4524785508446_11_s.jpg,,https://menu.starbucks.co.jp/4524785508446,158.0,2.8,8.7,17.4,0.1,0.7,16.7,23.0,57.0,0.3,3.6,,なし
フード,パッケージフード,キャラメルポップコーン&プレッツェル,https://asset.menu.starbucks.co.jp/public/sku_images/4524785542655/4524785542655_11_s.jpg,,https://menu.starbucks.co.jp/4524785542655,268.0,2.8,11.2,39.0,0.7,1.3,37.7,293.0,57.0,0.1,5.1,,なし
フード,パッケージフード,ポテトチップス シーソルト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785522596/4524785522596_11_s.jpg,,https://menu.starbucks.co.jp/4524785522596,256.0,3.0,13.4,30.9,0.4,2.5,28.5,166.0,740.0,0.1,5.1,,なし
フード,パッケージフード,4種のクッキーアソートボックス,https://asset.menu.starbucks.co.jp/public/sku_images/4524785553934/4524785553934_11_s.jpg,,https://menu.starbucks.co.jp/4524785553934,975.0,12.5,59.0,100.6,0.4,4.0,96.6,140.0,399.0,0.4,22.2,,なし
