大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,商品カテゴリ２,タンパク質_偏差値,食物繊維_偏差値,ナトリウム_偏差値,カリウム_偏差値,脂質_偏差値,食塩相当量_偏差値,糖質_偏差値,トランス脂肪酸_偏差値,飽和脂肪酸_偏差値,カフェイン_偏差値,健康偏差値,不健康偏差値
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（アイス）,ブレべ,441.0,4.5,35.1,26.8,0.2,,,,,,,,ティー | TEAVANA™,47.5,,,,67.2,43.4,,,,,47.5,55.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アイスティー（アール グレイ）,,2.0,0.0,0.0,0.6,0.0,,,,,,,,ティー | TEAVANA™,35.4,,,,43.0,32.7,,,,,35.4,37.85
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（ホット）,ミルク,300.0,12.9,11.7,37.0,0.3,,,,,,,,ティー | TEAVANA™,70.0,,,,51.1,48.7,,,,,70.0,49.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（ホット）,低脂肪タイプ,258.0,12.9,6.4,38.2,0.6,,,,,,,,ティー | TEAVANA™,70.0,,,,47.4,64.8,,,,,70.0,56.1
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（ホット）,無脂肪乳,216.0,12.9,1.1,39.3,0.8,,,,,,,,ティー | TEAVANA™,70.0,,,,43.7,75.5,,,,,70.0,59.6
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（ホット）,豆乳（調製豆乳）,285.0,12.3,14.0,29.2,0.7,,,,,,,,ティー | TEAVANA™,68.4,,,,52.7,70.1,,,,,68.4,61.4
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（ホット）,アーモンドミルク,230.0,2.6,13.8,27.7,0.7,,,,,,,,ティー | TEAVANA™,42.4,,,,52.5,70.1,,,,,42.4,61.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（ホット）,オーツミルク,290.0,5.0,11.7,42.9,0.5,,,,,,,,ティー | TEAVANA™,48.8,,,,51.1,59.4,,,,,48.8,55.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（ホット）,ブレべ,822.0,9.6,71.3,36.7,0.4,,,,,,,,ティー | TEAVANA™,61.2,,,,92.2,54.1,,,,,61.2,73.15
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（アイス）,ミルク,183.0,6.4,5.5,28.1,0.2,,,,,,,,ティー | TEAVANA™,52.6,,,,46.8,43.4,,,,,52.6,45.1
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（アイス）,低脂肪タイプ,163.0,6.4,3.0,28.6,0.3,,,,,,,,ティー | TEAVANA™,52.6,,,,45.1,48.7,,,,,52.6,46.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（アイス）,無脂肪乳,144.0,6.4,0.5,29.2,0.4,,,,,,,,ティー | TEAVANA™,52.6,,,,43.3,54.1,,,,,52.6,48.7
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（アイス）,豆乳（調製豆乳）,176.0,6.1,6.6,24.4,0.3,,,,,,,,ティー | TEAVANA™,51.8,,,,47.5,48.7,,,,,51.8,48.1
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（アイス）,アーモンドミルク,150.0,1.6,6.5,23.8,0.3,,,,,,,,ティー | TEAVANA™,39.7,,,,47.5,48.7,,,,,39.7,48.1
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（アイス）,オーツミルク,178.0,2.7,5.5,30.8,0.2,,,,,,,,ティー | TEAVANA™,42.6,,,,46.8,43.4,,,,,42.6,45.1
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アール グレイ クラシックティー ラテ（アイス）,ブレべ,428.0,4.8,33.5,28.0,0.2,,,,,,,,ティー | TEAVANA™,48.3,,,,66.1,43.4,,,,,48.3,54.75
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ティーポット（シトラス ラベンダー セージ）,,14.0,0.0,0.0,4.0,0.04,,,,,,,,ティー | TEAVANA™,35.4,,,,43.0,34.8,,,,,35.4,38.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ティーポット（マジェスティック チャイ ウーロン）（ホット）,,10.0,1.0,1.0,1.0,0.3,,,,,,,,ティー | TEAVANA™,38.1,,,,43.7,48.7,,,,,38.1,46.2
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ティーポット（マジェスティック チャイ ウーロン）（アイス）,,10.0,1.0,1.0,1.0,0.3,,,,,,,,ティー | TEAVANA™,38.1,,,,43.7,48.7,,,,,38.1,46.2
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,アイスティー（シトラス ラベンダー セージ）,,40.0,0.0,0.0,10.8,0.1,,,,,,,,ティー | TEAVANA™,35.4,,,,43.0,38.0,,,,,35.4,40.5
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ストロベリー & パッション ティー（ホット） ,,96.0,0.1,0.5,22.9,0.01,,,,,,,,ティー | TEAVANA™,35.7,,,,43.3,33.2,,,,,35.7,38.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ストロベリー & パッション ティー（アイス） ,,93.0,0.1,0.5,22.2,0.01,,,,,,,,ティー | TEAVANA™,35.7,,,,43.3,33.2,,,,,35.7,38.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ゆず & シトラス ラベンダー セージ ティー（ホット） ,,157.0,0.2,0.1,40.1,0.2,,,,,,,,ティー | TEAVANA™,35.9,,,,43.1,43.4,,,,,35.9,43.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ゆず & シトラス ラベンダー セージ ティー（アイス）,,144.0,0.2,0.1,36.4,0.2,,,,,,,,ティー | TEAVANA™,35.9,,,,43.1,43.4,,,,,35.9,43.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（ホット）,ミルク,316.0,12.5,11.5,41.5,0.3,,,,,,,,ティー | TEAVANA™,69.0,,,,50.9,48.7,,,,,69.0,49.8
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（ホット）,低脂肪タイプ,275.0,12.5,6.3,42.6,0.6,,,,,,,,ティー | TEAVANA™,69.0,,,,47.3,64.8,,,,,69.0,56.05
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（ホット）,無脂肪乳,234.0,12.5,1.0,43.8,0.8,,,,,,,,ティー | TEAVANA™,69.0,,,,43.7,75.5,,,,,69.0,59.6
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（ホット）,豆乳（調製豆乳）,302.0,11.8,13.7,33.8,0.7,,,,,,,,ティー | TEAVANA™,67.1,,,,52.4,70.1,,,,,67.1,61.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（ホット）,アーモンドミルク,248.0,2.4,13.5,32.4,0.7,,,,,,,,ティー | TEAVANA™,41.8,,,,52.3,70.1,,,,,41.8,61.2
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（ホット）,オーツミルク,306.0,4.7,11.5,47.3,0.5,,,,,,,,ティー | TEAVANA™,48.0,,,,50.9,59.4,,,,,48.0,55.15
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（ホット）,ブレべ,828.0,9.2,70.0,41.2,0.4,,,,,,,,ティー | TEAVANA™,60.1,,,,91.3,54.1,,,,,60.1,72.7
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（アイス）,ミルク,209.0,6.5,5.8,33.3,0.2,,,,,,,,ティー | TEAVANA™,52.9,,,,47.0,43.4,,,,,52.9,45.2
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（アイス）,低脂肪タイプ,188.0,6.5,3.2,33.9,0.3,,,,,,,,ティー | TEAVANA™,52.9,,,,45.2,48.7,,,,,52.9,46.95
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（アイス）,無脂肪乳,167.0,6.5,0.6,34.4,0.4,,,,,,,,ティー | TEAVANA™,52.9,,,,43.4,54.1,,,,,52.9,48.75
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（アイス）,豆乳（調製豆乳）,202.0,6.1,6.9,29.5,0.3,,,,,,,,ティー | TEAVANA™,51.8,,,,47.8,48.7,,,,,51.8,48.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（アイス）,アーモンドミルク,175.0,1.4,6.8,28.8,0.4,,,,,,,,ティー | TEAVANA™,39.2,,,,47.7,54.1,,,,,39.2,50.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（アイス）,オーツミルク,204.0,2.6,5.8,36.2,0.3,,,,,,,,ティー | TEAVANA™,42.4,,,,47.0,48.7,,,,,42.4,47.85
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジャパニーズ チャイ ティー ラテ（アイス）,ブレべ,466.0,4.8,35.1,33.2,0.2,,,,,,,,ティー | TEAVANA™,48.3,,,,67.2,43.4,,,,,48.3,55.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（ホット）,ミルク,309.0,13.6,11.7,38.6,0.3,,,,,,,,ティー | TEAVANA™,71.9,,,,51.1,48.7,,,,,71.9,49.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（ホット）,低脂肪タイプ,268.0,13.6,6.5,39.7,0.6,,,,,,,,ティー | TEAVANA™,71.9,,,,47.5,64.8,,,,,71.9,56.15
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（ホット）,無脂肪乳,226.0,13.6,1.2,40.8,0.8,,,,,,,,ティー | TEAVANA™,71.9,,,,43.8,75.5,,,,,71.9,59.65
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（ホット）,豆乳（調製豆乳）,295.0,13.0,14.0,30.9,0.7,,,,,,,,ティー | TEAVANA™,70.3,,,,52.7,70.1,,,,,70.3,61.4
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（ホット）,アーモンドミルク,240.0,3.5,13.8,29.5,0.7,,,,,,,,ティー | TEAVANA™,44.8,,,,52.5,70.1,,,,,44.8,61.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（ホット）,オーツミルク,299.0,5.8,11.8,44.4,0.5,,,,,,,,ティー | TEAVANA™,51.0,,,,51.1,59.4,,,,,51.0,55.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（ホット）,ブレべ,822.0,10.3,70.4,38.3,0.4,,,,,,,,ティー | TEAVANA™,63.1,,,,91.6,54.1,,,,,63.1,72.85
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（アイス）,ミルク,201.0,7.6,6.0,30.4,0.2,,,,,,,,ティー | TEAVANA™,55.8,,,,47.1,43.4,,,,,55.8,45.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（アイス）,低脂肪タイプ,180.0,7.6,3.4,30.9,0.3,,,,,,,,ティー | TEAVANA™,55.8,,,,45.3,48.7,,,,,55.8,47.0
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（アイス）,無脂肪乳,160.0,7.6,0.8,31.5,0.4,,,,,,,,ティー | TEAVANA™,55.8,,,,43.5,54.1,,,,,55.8,48.8
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（アイス）,豆乳（調製豆乳）,194.0,7.3,7.1,26.5,0.3,,,,,,,,ティー | TEAVANA™,55.0,,,,47.9,48.7,,,,,55.0,48.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（アイス）,アーモンドミルク,167.0,2.5,7.0,25.8,0.3,,,,,,,,ティー | TEAVANA™,42.1,,,,47.8,48.7,,,,,42.1,48.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（アイス）,オーツミルク,196.0,3.7,6.0,33.2,0.3,,,,,,,,ティー | TEAVANA™,45.3,,,,47.1,48.7,,,,,45.3,47.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 抹茶 ティー ラテ（アイス）,ブレべ,458.0,5.9,35.3,30.2,0.2,,,,,,,,ティー | TEAVANA™,51.2,,,,67.4,43.4,,,,,51.2,55.4
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（ホット）,ミルク,310.0,13.2,11.8,39.0,0.3,,,,,,,,ティー | TEAVANA™,70.9,,,,51.1,48.7,,,,,70.9,49.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（ホット）,低脂肪タイプ,268.0,13.2,6.5,40.1,0.6,,,,,,,,ティー | TEAVANA™,70.9,,,,47.5,64.8,,,,,70.9,56.15
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（ホット）,無脂肪乳,227.0,13.2,1.3,41.2,0.8,,,,,,,,ティー | TEAVANA™,70.9,,,,43.9,75.5,,,,,70.9,59.7
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（ホット）,豆乳（調製豆乳）,296.0,12.5,14.0,31.2,0.7,,,,,,,,ティー | TEAVANA™,69.0,,,,52.7,70.1,,,,,69.0,61.4
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（ホット）,アーモンドミルク,241.0,3.0,13.8,29.8,0.7,,,,,,,,ティー | TEAVANA™,43.5,,,,52.5,70.1,,,,,43.5,61.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（ホット）,オーツミルク,300.0,5.4,11.8,44.7,0.5,,,,,,,,ティー | TEAVANA™,49.9,,,,51.1,59.4,,,,,49.9,55.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（ホット）,ブレべ,824.0,9.9,70.5,38.6,0.4,,,,,,,,ティー | TEAVANA™,62.0,,,,91.7,54.1,,,,,62.0,72.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（アイス）,ミルク,202.0,7.2,6.1,30.7,0.2,,,,,,,,ティー | TEAVANA™,54.7,,,,47.2,43.4,,,,,54.7,45.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（アイス）,低脂肪タイプ,181.0,7.2,3.4,31.2,0.3,,,,,,,,ティー | TEAVANA™,54.7,,,,45.3,48.7,,,,,54.7,47.0
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（アイス）,無脂肪乳,160.0,7.2,0.8,31.8,0.4,,,,,,,,ティー | TEAVANA™,54.7,,,,43.5,54.1,,,,,54.7,48.8
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（アイス）,豆乳（調製豆乳）,194.0,6.8,7.2,26.8,0.3,,,,,,,,ティー | TEAVANA™,53.7,,,,48.0,48.7,,,,,53.7,48.35
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（アイス）,アーモンドミルク,167.0,2.1,7.1,26.1,0.3,,,,,,,,ティー | TEAVANA™,41.0,,,,47.9,48.7,,,,,41.0,48.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（アイス）,オーツミルク,197.0,3.2,6.1,33.5,0.3,,,,,,,,ティー | TEAVANA™,44.0,,,,47.2,48.7,,,,,44.0,47.95
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,和三蜜 ほうじ茶 ティー ラテ（アイス）,ブレべ,458.0,5.5,35.4,30.5,0.2,,,,,,,,ティー | TEAVANA™,50.2,,,,67.4,43.4,,,,,50.2,55.4
ビバレッジ,STARBUCKS COFFEE (東急プラザ 表参道原宿店),フラペチーノ®,クランチー アーモンド チョコレート フラペチーノ® ,ミルク,472.0,8.4,22.4,60.7,0.6,,,,,,,,フラペチーノ®,67.0,,,,57.0,53.5,,,,,67.0,55.25
ビバレッジ,STARBUCKS COFFEE (東急プラザ 表参道原宿店),フラペチーノ®,クランチー アーモンド チョコレート フラペチーノ® ,低脂肪タイプ,458.0,8.4,20.6,61.1,0.6,,,,,,,,フラペチーノ®,67.0,,,,55.1,53.5,,,,,67.0,54.3
ビバレッジ,STARBUCKS COFFEE (東急プラザ 表参道原宿店),フラペチーノ®,クランチー アーモンド チョコレート フラペチーノ® ,無脂肪乳,444.0,8.4,18.8,61.4,0.7,,,,,,,,フラペチーノ®,67.0,,,,53.1,59.0,,,,,67.0,56.05
ビバレッジ,STARBUCKS COFFEE (東急プラザ 表参道原宿店),フラペチーノ®,クランチー アーモンド チョコレート フラペチーノ® ,豆乳（調製豆乳）,468.0,8.2,23.2,58.0,0.7,,,,,,,,フラペチーノ®,66.1,,,,57.8,59.0,,,,,66.1,58.4
ビバレッジ,STARBUCKS COFFEE (東急プラザ 表参道原宿店),フラペチーノ®,クランチー アーモンド チョコレート フラペチーノ® ,アーモンドミルク,450.0,5.2,23.2,57.2,0.7,,,,,,,,フラペチーノ®,52.0,,,,57.8,59.0,,,,,52.0,58.4
ビバレッジ,STARBUCKS COFFEE (東急プラザ 表参道原宿店),フラペチーノ®,クランチー アーモンド チョコレート フラペチーノ® ,オーツミルク,469.0,5.7,22.4,62.7,0.6,,,,,,,,フラペチーノ®,54.4,,,,57.0,53.5,,,,,54.4,55.25
ビバレッジ,STARBUCKS COFFEE (東急プラザ 表参道原宿店),フラペチーノ®,クランチー アーモンド チョコレート フラペチーノ® ,ブレべ,648.0,7.3,42.5,60.6,0.6,,,,,,,,フラペチーノ®,61.9,,,,78.5,53.5,,,,,61.9,66.0
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（ホット） ※カカオ分0.5%未満,ミルク,413.0,13.6,18.4,48.7,0.6,,,,,,,,エスプレッソ,68.8,,,,52.6,56.8,,,,,68.8,54.7
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（ホット） ※カカオ分0.5%未満,低脂肪タイプ,374.0,13.6,13.5,49.7,0.8,,,,,,,,エスプレッソ,68.8,,,,49.5,66.7,,,,,68.8,58.1
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（ホット） ※カカオ分0.5%未満,無脂肪乳,336.0,13.6,8.6,50.8,1.0,,,,,,,,エスプレッソ,68.8,,,,46.3,76.6,,,,,68.8,61.45
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（ホット） ※カカオ分0.5%未満,豆乳（調製豆乳）,400.0,13.0,20.5,41.5,0.9,,,,,,,,エスプレッソ,67.1,,,,54.0,71.6,,,,,67.1,62.8
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（ホット） ※カカオ分0.5%未満,アーモンドミルク,352.0,4.7,20.6,39.3,0.9,,,,,,,,エスプレッソ,43.0,,,,54.1,71.6,,,,,43.0,62.85
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（ホット） ※カカオ分0.5%未満,オーツミルク,404.0,6.3,18.4,54.1,0.8,,,,,,,,エスプレッソ,47.7,,,,52.6,66.7,,,,,47.7,59.65
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（ホット） ※カカオ分0.5%未満,ブレべ,891.0,10.5,73.0,48.4,0.6,,,,,,,,エスプレッソ,59.8,,,,88.0,56.8,,,,,59.8,72.4
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（アイス） ※カカオ分0.5%未満,ミルク,347.0,8.8,15.7,42.8,0.4,,,,,,,,エスプレッソ,54.9,,,,50.9,46.9,,,,,54.9,48.9
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（アイス） ※カカオ分0.5%未満,低脂肪タイプ,325.0,8.8,13.0,43.4,0.6,,,,,,,,エスプレッソ,54.9,,,,49.1,56.8,,,,,54.9,52.95
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（アイス） ※カカオ分0.5%未満,無脂肪乳,304.0,8.8,10.3,44.0,0.7,,,,,,,,エスプレッソ,54.9,,,,47.4,61.7,,,,,54.9,54.55
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（アイス） ※カカオ分0.5%未満,豆乳（調製豆乳）,339.0,8.4,16.9,38.8,0.6,,,,,,,,エスプレッソ,53.7,,,,51.7,56.8,,,,,53.7,54.25
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（アイス） ※カカオ分0.5%未満,アーモンドミルク,313.0,3.8,17.0,37.5,0.6,,,,,,,,エスプレッソ,40.4,,,,51.7,56.8,,,,,40.4,54.25
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（アイス） ※カカオ分0.5%未満,オーツミルク,342.0,4.7,15.7,45.8,0.6,,,,,,,,エスプレッソ,43.0,,,,50.9,56.8,,,,,43.0,53.85
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),エスプレッソ,ホワイト チョコレート ＆ エスプレッソ（アイス） ※カカオ分0.5%未満,ブレべ,615.0,7.0,46.4,42.6,0.5,,,,,,,,エスプレッソ,49.7,,,,70.8,51.8,,,,,49.7,61.3
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),フラペチーノ®,ホワイト チョコレート ＆ エスプレッソ フラペチーノ® ※カカオ分0.5%未満,ミルク,276.0,4.8,11.5,38.4,0.5,,,,,,,,フラペチーノ®,50.1,,,,45.3,48.0,,,,,50.1,46.65
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),フラペチーノ®,ホワイト チョコレート ＆ エスプレッソ フラペチーノ® ※カカオ分0.5%未満,低脂肪タイプ,263.0,4.8,9.9,38.7,0.6,,,,,,,,フラペチーノ®,50.1,,,,43.6,53.5,,,,,50.1,48.55
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),フラペチーノ®,ホワイト チョコレート ＆ エスプレッソ フラペチーノ® ※カカオ分0.5%未満,無脂肪乳,251.0,4.8,8.4,39.1,0.7,,,,,,,,フラペチーノ®,50.1,,,,42.0,59.0,,,,,50.1,50.5
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),フラペチーノ®,ホワイト チョコレート ＆ エスプレッソ フラペチーノ® ※カカオ分0.5%未満,豆乳（調製豆乳）,271.0,4.6,12.2,36.0,0.6,,,,,,,,フラペチーノ®,49.2,,,,46.1,53.5,,,,,49.2,49.8
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),フラペチーノ®,ホワイト チョコレート ＆ エスプレッソ フラペチーノ® ※カカオ分0.5%未満,アーモンドミルク,256.0,1.9,12.2,35.3,0.6,,,,,,,,フラペチーノ®,36.5,,,,46.1,53.5,,,,,36.5,49.8
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),フラペチーノ®,ホワイト チョコレート ＆ エスプレッソ フラペチーノ® ※カカオ分0.5%未満,オーツミルク,273.0,2.4,11.5,40.1,0.6,,,,,,,,フラペチーノ®,38.9,,,,45.3,53.5,,,,,38.9,49.4
